FIPS,income
06037195804,71467
06037195901,64138
06037195902,68875
06037195903,52446
06037206031,99205
06037201601,55795
06037201602,55909
06037206032,30625
06037207101,39063
06037207102,30165
06037207103,29243
06037207301,51667
06037433102,46800
06037433304,36250
06037433305,44390
06037433101,45000
06037433306,57803
06037433307,60673
06037433503,60080
06037433504,36811
06037434003,53125
06037220000,42500
06037208720,32727
06037211802,43720
06037269800,83214
06037271802,85318
06037273200,88720
06037275200,62241
06037293304,63150
06037264301,101439
06037540901,40033
06037541200,82125
06037541605,50802
06037541606,40509
06037570402,70417
06037572001,100625
06037407101,64375
06037400402,99107
06037402402,57650
06037405102,49130
06037430002,73218
06037910207,95821
06037910208,72619
06037910209,104900
06037910504,51082
06037910505,68864
06037910210,111333
06037910605,44665
06037910606,53922
06037910711,62910
06037910712,70884
06037555202,123807
06037555211,47375
06037555212,53017
06037570800,106031
06037407002,62330
06037212204,34196
06037212303,41797
06037212306,40590
06037213310,48333
06037214000,120625
06037530102,44400
06037104610,61359
06037106510,85521
06037106641,110357
06037113213,91544
06037910202,110692
06037910404,58952
06037910601,41563
06037910808,117813
06037920013,131298
06037920016,138125
06037463300,101964
06037430802,102500
06037431900,61146
06037113233,46474
06037113303,93656
06037115302,45549
06037117302,102917
06037121900,54702
06037900606,32025
06037900803,56144
06037901101,74743
06037460700,210208
06037462100,61417
06037462400,91116
06037203100,33179
06037203500,41444
06037203720,37917
06037204200,32946
06037204300,41912
06037209300,30092
06037209820,31289
06037403323,90902
06037403401,106477
06037404000,84519
06037403802,71591
06037209510,30722
06037212304,30265
06037530602,84750
06037532605,27404
06037535502,52059
06037540600,31875
06037543802,77339
06037551900,71512
06037554001,59125
06037602003,45948
06037553902,53859
06037320202,77386
06037311801,63041
06037311802,72992
06037401602,67034
06037101110,63534
06037103200,84286
06037104103,97543
06037106603,112404
06037108102,100938
06037109601,93778
06037109700,101709
06037111201,90341
06037113232,113079
06037113422,75109
06037115202,65125
06037115401,71646
06037117510,46838
06037134422,121250
06037141700,250001
06037131010,56487
06037920110,144886
06037577501,125125
06037407302,68158
06037408501,64306
06037430721,93114
06037432901,59417
06037460600,170648
06037700200,70580
06037601301,72679
06037603004,53889
06037920109,112959
06037403403,136094
06037535802,53545
06037402501,40542
06037431600,107386
06037403317,107208
06037403318,92935
06037403324,106642
06037403405,134688
06037403703,85977
06037404501,56115
06037405201,56705
06037405202,64423
06037406101,68514
06037407200,61519
06037408202,62583
06037408706,120341
06037430301,128854
06037430302,80586
06037432000,78083
06037432101,91607
06037432102,92782
06037432201,69662
06037433401,49115
06037433403,45967
06037433700,60724
06037433801,49720
06037433901,41779
06037461400,60435
06037463400,93433
06037480202,100875
06037480400,66389
06037127910,46190
06037232800,33438
06037234600,55887
06037237900,51612
06037920026,84688
06037910401,80750
06037910804,97326
06037920018,113750
06037601202,67083
06037601802,63692
06037601900,50933
06037602302,131824
06037602402,72939
06037701502,95417
06037543601,79500
06037543603,70658
06037543703,105208
06037701201,234519
06037701702,67619
06037554201,83229
06037555001,76149
06037570202,58681
06037570203,43937
06037570901,115536
06037570902,93409
06037571000,105758
06037571701,51827
06037431100,78427
06037461502,62769
06037461901,52000
06037461902,31164
06037462001,61964
06037462002,30982
06037462201,40038
06037462202,64388
06037462301,57898
06037462302,68102
06037463601,81782
06037463602,83065
06037480303,51667
06037481605,55948
06037481606,54762
06037500403,82169
06037500404,71654
06037501001,76067
06037501803,39885
06037501804,50134
06037480304,50280
06037501002,100217
06037502003,68698
06037573403,101351
06037574300,104440
06037575101,46250
06037575803,27235
06037222600,28581
06037533803,44075
06037534101,34792
06037219010,54708
06037219020,59180
06037231400,41774
06037234700,40375
06037235202,31732
06037237600,32456
06037237800,48922
06037239310,37259
06037239320,44896
06037240300,22875
06037240800,41277
06037311500,93125
06037302103,42461
06037310800,66429
06037310900,81536
06037320100,72438
06037400204,117073
06037400302,81853
06037401101,69719
06037401201,113194
06037401601,75964
06037402101,77026
06037403319,79750
06037403408,102292
06037404902,74618
06037405203,78615
06037405400,89332
06037400800,86897
06037401704,59513
06037401800,104643
06037541801,50714
06037542200,51181
06037542402,68203
06037542700,61573
06037543305,71750
06037543501,72548
06037543903,71667
06037550000,86806
06037134720,66650
06037137201,77146
06037137502,99688
06037137504,143875
06037139702,205964
06037143500,108542
06037181400,85262
06037189400,156154
06037185202,64623
06037188300,114318
06037189902,63214
06037190100,53778
06037670100,62244
06037404801,62153
06037405002,66316
06037405800,79728
06037406402,95795
06037406800,96042
06037407001,80592
06037480804,66625
06037463101,96618
06037480102,75216
06037480302,75326
06037481001,51591
06037481500,69452
06037481604,58137
06037481711,45554
06037481901,94943
06037482101,61667
06037482201,46768
06037482202,57361
06037482503,62675
06037482701,74148
06037500402,54375
06037502100,66808
06037503302,78617
06037101210,44083
06037620904,182831
06037621004,124918
06037406500,89559
06037407900,91458
06037408628,67029
06037408705,72656
06037408800,46635
06037123204,41375
06037123205,46083
06037238310,26356
06037240010,30612
06037240600,43250
06037240700,43584
06037242100,18177
06037603703,93750
06037620501,116602
06037620601,92684
06037620800,156394
06037621001,136285
06037621201,120022
06037651101,99750
06037670003,76667
06037670201,146771
06037670407,94963
06037670702,200292
06037700600,191066
06037700902,90444
06037701601,136500
06037406102,57321
06037463900,104260
06037464200,161979
06037297120,49229
06037297400,82955
06037300501,110792
06037300502,67407
06037301000,68967
06037301602,65947
06037302301,55795
06037311200,77147
06037502500,63098
06037502601,77170
06037502602,56688
06037502902,48750
06037503402,104069
06037503701,69981
06037503802,102711
06037530101,42056
06037530500,44750
06037310300,151364
06037400206,133715
06037401902,96466
06037403500,106250
06037555002,82011
06037572301,55724
06037575102,36551
06037600911,59688
06037603600,76447
06037621002,135991
06037700400,104338
06037192300,88988
06037195100,127768
06037195720,41136
06037199201,34277
06037203200,56161
06037203800,45108
06037204700,54809
06037204810,46440
06037216100,104604
06037216700,79730
06037600704,70054
06037601001,32143
06037601211,44934
06037601501,42794
06037601801,40870
06037602002,45846
06037602105,57391
06037620400,138906
06037650901,85025
06037651222,89207
06037261200,188424
06037229100,46678
06037271100,89219
06037275311,90261
06037482102,87000
06037464100,168438
06037481402,60847
06037482800,71401
06037503201,97277
06037651001,96101
06037670411,162614
06037701000,100391
06037702901,118162
06037901102,85450
06037106010,89946
06037106020,79703
06037106111,95288
06037106114,58194
06037106642,109063
06037108103,146932
06037242300,26515
06037407701,49531
06037406200,49833
06037408134,107404
06037408301,67464
06037408627,104141
06037408703,124643
06037430502,81866
06037430723,75891
06037431001,71066
06037432202,66154
06037432602,65321
06037432802,39474
06037433601,66174
06037461600,71250
06037462800,81424
06037670500,250001
06037701202,126875
06037702300,114514
06037703002,101534
06037800202,162048
06037900300,56757
06037910709,87188
06037572900,47262
06037573700,107431
06037574500,100096
06037533502,53631
06037533503,53542
06037533701,36845
06037534002,50000
06037534102,39384
06037535605,46081
06037540203,48663
06037541002,64490
06037541802,56557
06037543000,52333
06037113211,91094
06037113234,59598
06037115201,65208
06037408629,96786
06037430724,69215
06037702501,111136
06037900705,47538
06037463102,84182
06037482402,53901
06037533401,58214
06037534301,50943
06037542000,55481
06037502004,66563
06037553000,87205
06037553400,70662
06037553801,56842
06037554511,99097
06037554515,106520
06037554517,106354
06037554519,109663
06037554900,68079
06037555103,86964
06037570501,61224
06037570502,66364
06037571200,93781
06037571300,99709
06037571900,66993
06037572302,75750
06037572500,29577
06037273600,123819
06037274100,116141
06037123104,41766
06037124600,64712
06037127102,44955
06037128302,46413
06037128702,76202
06037503202,68107
06037503501,61535
06037503502,90125
06037265700,85083
06037267300,68913
06037267502,86343
06037267700,94185
06037270200,67516
06037271200,71393
06037272100,94911
06037272301,84583
06037272302,59286
06037275400,137027
06037276601,138929
06037291110,43544
06037291120,53393
06037294610,49773
06037294620,44148
06037294830,44527
06037296500,35870
06037620702,155069
06037621400,107621
06037277000,137961
06037291130,67587
06037291220,50260
06037294410,50926
06037296210,40145
06037134103,81833
06037432902,72455
06037433602,52464
06037920108,119289
06037920112,104559
06037920326,112317
06037101300,81776
06037103300,105909
06037104401,69000
06037104500,64229
06037107020,84289
06037111100,91648
06037111302,62865
06037111400,61467
06037270100,71389
06037276000,144688
06037291210,61277
06037293202,42877
06037576402,45400
06037576700,73041
06037430101,47031
06037430200,95417
06037430400,128298
06037431400,86538
06037533603,42750
06037533902,43426
06037534203,34556
06037534405,45875
06037534501,55811
06037534700,71042
06037535501,41599
06037535804,45739
06037540202,39707
06037540300,59200
06037540501,57386
06037541001,50060
06037104703,41875
06037104704,43338
06037104821,70231
06037104822,60515
06037106405,59352
06037106406,85115
06037800331,131375
06037800332,139145
06037800406,145260
06037800408,149026
06037800410,116190
06037800504,168235
06037800506,169125
06037900103,38188
06037900104,48444
06037900201,49625
06037900505,40556
06037900506,56290
06037900507,45196
06037900508,71458
06037900608,55585
06037901008,60147
06037900609,34306
06037901009,76938
06037102104,80789
06037102107,109375
06037101122,90389
06037102105,57614
06037102103,76833
06037104124,77885
06037104108,51875
06037104203,49609
06037104204,59000
06037104403,60804
06037104404,56974
